id,id_partida,id_participante,id_equipe,tipo_evento,minuto_evento,descricao,periodo
867,3012,2012,1001,Ponto de Saque,0,,1º Set
868,3012,2016,1002,Ponto de Bloqueio,0,,1º Set
869,3012,2014,1001,Ponto de Bloqueio,1,,1º Set
870,3012,2018,1002,Ponto de Bloqueio,1,,1º Set
871,3019,65,12,Gol,0,,Primeiro Tempo
872,3019,106,20,Gol,0,,Primeiro Tempo
873,3019,65,12,Assistência,2,,Primeiro Tempo
874,3019,67,12,Gol,2,,Primeiro Tempo
875,3019,65,12,Gol,3,,Primeiro Tempo
876,3018,121,17,Assistência,12,,Primeiro Tempo
877,3018,116,17,Gol,12,,Primeiro Tempo
878,3018,44,14,Assistência,16,,Primeiro Tempo
879,3018,43,14,Gol,16,,Primeiro Tempo
880,3018,121,17,Gol,19,,Primeiro Tempo
881,3018,37,14,Gol,20,,Primeiro Tempo
882,3018,116,17,Assistência,21,,Primeiro Tempo
883,3018,117,17,Gol,21,,Primeiro Tempo
884,3012,2002,1002,Cartão Amarelo,0,,1º Set
885,3012,2019,1002,Ponto de Saque,0,,1º Set
886,3012,2019,1002,Cartão Amarelo,1,,1º Set
887,3012,2009,1001,Ponto de Saque,1,,1º Set
888,3012,2002,1002,Ponto de Saque,0,,2º Set
889,3012,2019,1002,Ponto Normal,0,,2º Set
890,3012,2015,1002,Ponto de Bloqueio,0,,2º Set
891,3012,2013,1001,Ponto de Bloqueio,0,,2º Set
892,3021,101,20,Falta,7,,Primeiro Tempo
893,3021,100,20,Falta,21,,Primeiro Tempo
894,3021,47,14,Cartão Amarelo,2,,Segundo Tempo
895,3021,101,20,Gol,19,,Segundo Tempo
896,3021,101,20,Gol,19,,Segundo Tempo
897,3021,102,20,Assistência,0,,Tempo Extra
898,3020,65,12,Cartão Amarelo,5,,Primeiro Tempo
899,3020,121,17,Gol,14,,Primeiro Tempo
900,3020,121,17,Assistência,23,,Primeiro Tempo
901,3020,116,17,Gol,24,,Primeiro Tempo
902,3020,121,17,Assistência,1,,Segundo Tempo
903,3020,117,17,Gol,1,,Segundo Tempo
904,3020,61,12,Gol,16,,Segundo Tempo
905,3020,65,12,Assistência,17,,Segundo Tempo
906,3020,121,17,Cartão Amarelo,17,,Segundo Tempo
907,3020,121,17,Cartão Azul,18,,Segundo Tempo
908,3020,121,17,Cartão Vermelho,18,,Segundo Tempo
